raceId,driverId,constructorId,qualifyingPosition,q1,q2,q3
1123,846,1,4,1:17.430,1:16.750,1:16.315
1123,844,6,5,1:16.984,1:16.304,1:16.435
1123,857,1,6,1:17.369,1:16.601,1:16.572
1123,847,131,7,1:17.062,1:16.901,1:16.724
1123,852,215,8,1:17.356,1:16.791,1:16.788
1123,840,117,9,1:17.376,1:16.780,1:17.072
1123,4,117,10,1:16.991,1:16.710,1:17.552
1124,830,9,1,1:28.866,1:28.740,1:28.197
1124,815,9,2,1:29.303,1:28.752,1:28.263
1124,846,1,3,1:29.536,1:28.940,1:28.489
1124,832,6,4,1:29.513,1:29.099,1:28.682
1124,4,117,5,1:29.254,1:29.082,1:28.686
1124,857,1,6,1:29.425,1:29.148,1:28.760
1124,1,131,7,1:29.661,1:28.887,1:28.766
1124,844,6,8,1:29.338,1:29.196,1:28.786
1124,847,131,9,1:29.799,1:29.140,1:29.008
1124,852,215,10,1:29.775,1:29.417,1:29.413
1125,830,9,1,1:34.742,1:33.794,1:33.660
1125,815,9,2,1:35.457,1:34.026,1:33.982
1125,4,117,3,1:35.116,1:34.652,1:34.148
1125,846,1,4,1:34.842,1:34.460,1:34.165
1125,857,1,5,1:35.014,1:34.659,1:34.273
1125,844,6,6,1:34.797,1:34.399,1:34.289
1125,832,6,7,1:34.970,1:34.368,1:34.297
1125,847,131,8,1:35.084,1:34.609,1:34.433
1125,807,210,9,1:35.068,1:34.667,1:34.604
1125,822,15,10,1:35.169,1:34.769,1:34.665
1126,830,9,1,1:27.689,1:27.566,1:27.241
1126,844,6,2,1:28.081,1:27.533,1:27.382
1126,832,6,3,1:27.937,1:27.941,1:27.455
1126,815,9,4,1:27.772,1:27.839,1:27.460
1126,846,1,5,1:27.913,1:27.871,1:27.594
1126,857,1,6,1:28.032,1:27.721,1:27.675
1126,847,131,7,1:28.159,1:28.095,1:28.067
1126,1,131,8,1:28.167,1:27.697,1:28.107
1126,807,210,9,1:28.383,1:28.200,1:28.146
1126,852,215,10,1:28.324,1:28.167,1:28.192
1127,830,9,1,1:15.762,1:15.176,1:14.746
1127,857,1,2,1:15.940,1:15.407,1:14.820
1127,846,1,3,1:15.915,1:15.371,1:14.837
1127,844,6,4,1:15.823,1:15.328,1:14.970
1127,832,6,5,1:16.015,1:15.512,1:15.233
1127,847,131,6,1:16.107,1:15.671,1:15.234
1127,852,215,7,1:15.894,1:15.358,1:15.465
1127,1,131,8,1:16.604,1:15.677,1:15.504
1127,817,215,9,1:16.060,1:15.691,1:15.674
1127,807,210,10,1:15.841,1:15.569,1:15.980
1128,844,6,1,1:11.584,1:10.825,1:10.270
1128,857,1,2,1:11.500,1:10.756,1:10.424
1128,832,6,3,1:11.543,1:11.075,1:10.518
1128,846,1,4,1:11.760,1:10.732,1:10.542
1128,847,131,5,1:11.492,1:10.929,1:10.543
1128,830,9,6,1:11.711,1:10.745,1:10.567
1128,1,131,7,1:11.528,1:11.056,1:10.621
1128,852,215,8,1:11.852,1:11.106,1:10.858
1128,848,3,9,1:11.623,1:11.216,1:10.948
1128,842,214,10,1:11.714,1:10.896,1:11.311
1129,847,131,1,1:13.013,1:11.742,1:12.000
1129,830,9,2,1:12.360,1:12.549,1:12.000
1129,846,1,3,1:12.959,1:12.201,1:12.021
1129,857,1,4,1:12.907,1:12.462,1:12.103
1129,817,215,5,1:13.240,1:12.572,1:12.178
1129,4,117,6,1:13.117,1:12.635,1:12.228
1129,1,131,7,1:12.851,1:11.979,1:12.280
1129,852,215,8,1:12.748,1:12.303,1:12.414
1129,840,117,9,1:13.088,1:12.659,1:12.701
1129,848,3,10,1:12.896,1:12.485,1:12.796
1130,846,1,1,1:12.386,1:11.872,1:11.383
1130,830,9,2,1:12.306,1:11.653,1:11.403
1130,1,131,3,1:12.143,1:11.792,1:11.701
1130,847,131,4,1:12.456,1:11.812,1:11.703
1130,844,6,5,1:12.257,1:12.038,1:11.731
1130,832,6,6,1:12.403,1:11.874,1:11.736
1130,842,214,7,1:12.651,1:12.079,1:11.857
1130,815,9,8,1:12.477,1:12.054,1:12.061
1130,839,214,9,1:12.691,1:12.109,1:12.125
1131,830,9,1,1:05.336,1:04.469,1:04.314
1131,846,1,2,1:05.450,1:05.103,1:04.718
1131,847,131,3,1:05.585,1:05.016,1:04.840
1131,832,6,4,1:05.263,1:05.016,1:04.851
1131,1,131,5,1:05.541,1:05.053,1:04.903
1131,844,6,6,1:05.509,1:05.104,1:05.044
1131,857,1,7,1:05.311,1:05.070,1:05.048
1131,815,9,8,1:05.587,1:05.144,1:05.202
1131,807,210,9,1:05.596,1:05.262,1:05.385
1131,839,214,10,1:05.574,1:05.274,1:05.883
1132,847,131,1,1:30.106,1:26.723,1:25.819
1132,1,131,2,1:29.547,1:26.770,1:25.990
1132,846,1,3,1:31.596,1:26.559,1:26.030
1132,830,9,4,1:31.342,1:26.796,1:26.203
1132,857,1,5,1:30.895,1:26.733,1:26.237
1132,807,210,6,1:31.929,1:26.847,1:26.338
1132,832,6,7,1:30.557,1:26.843,1:26.509
1132,840,117,8,1:31.410,1:26.938,1:26.585
1132,848,3,9,1:31.135,1:26.933,1:26.640
1132,4,117,10,1:31.264,1:26.730,1:26.917
1133,846,1,1,1:17.755,1:15.540,1:15.227
1133,857,1,2,1:17.504,1:15.785,1:15.249
1133,830,9,3,1:17.087,1:15.770,1:15.273
1133,832,6,4,1:17.244,1:15.885,1:15.696
1133,1,131,5,1:17.087,1:16.307,1:15.854
1133,844,6,6,1:17.437,1:15.891,1:15.905
1133,4,117,7,1:17.624,1:16.117,1:16.043
1133,840,117,8,1:17.405,1:16.075,1:16.244
1133,817,215,9,1:17.050,1:16.202,1:16.447
1133,852,215,10,1:17.436,1:16.121,1:16.477
1134,830,9,1,1:54.938,1:53.837,1:53.159
1134,844,6,2,1:55.349,1:54.193,1:53.754
1134,815,9,3,1:55.139,1:54.470,1:53.765
1134,1,131,4,1:55.692,1:54.037,1:53.835
1134,846,1,5,1:55.582,1:54.358,1:53.981
1134,857,1,6,1:54.835,1:54.136,1:54.027
1134,847,131,7,1:55.353,1:54.095,1:54.184
1134,832,6,8,1:55.169,1:54.112,1:54.477
1134,4,117,9,1:55.489,1:54.258,1:54.765
1134,839,214,10,1:55.417,1:54.460,1:54.810
1135,846,1,1,1:11.377,1:10.496,1:09.673
1135,830,9,2,1:11.393,1:10.811,1:10.029
1135,857,1,3,1:11.541,1:10.505,1:10.172
1135,847,131,4,1:11.049,1:10.552,1:10.244
1135,815,9,5,1:11.006,1:10.678,1:10.416
1135,844,6,6,1:11.370,1:10.689,1:10.582
1135,4,117,7,1:11.493,1:10.845,1:10.633
1135,840,117,8,1:11.518,1:10.661,1:10.857
1135,842,214,9,1:11.718,1:10.815,1:10.977
1136,846,1,1,1:19.911,1:19.727,1:19.327
1136,857,1,2,1:20.076,1:19.808,1:19.436
1136,847,131,3,1:20.169,1:19.877,1:19.440
1136,844,6,4,1:20.074,1:20.007,1:19.461
1136,832,6,5,1:20.149,1:19.799,1:19.467
1136,1,131,6,1:20.477,1:19.641,1:19.513
1136,830,9,7,1:20.226,1:19.662,1:20.022
1136,815,9,8,1:20.598,1:20.216,1:20.062
1136,848,3,9,1:20.542,1:20.314,1:20.299
1136,807,210,10,1:20.781,1:20.411,1:20.339
1137,844,6,1,1:42.775,1:42.056,1:41.365
1137,857,1,2,1:43.033,1:42.598,1:41.686
1137,832,6,3,1:43.357,1:42.503,1:41.805
1137,815,9,4,1:43.213,1:42.263,1:41.813
1137,847,131,5,1:43.139,1:42.329,1:41.874
1137,830,9,6,1:43.097,1:42.042,1:42.023
1137,1,131,7,1:43.089,1:42.765,1:42.289
1137,4,117,8,1:43.472,1:42.426,1:42.369
1137,861,3,9,1:43.138,1:42.473,1:42.530
1137,848,3,10,1:42.899,1:42.840,1:42.859
1138,846,1,1,1:30.002,1:30.007,1:29.525
1138,830,9,2,1:30.157,1:29.680,1:29.728
1138,1,131,3,1:30.393,1:29.929,1:29.841
1138,847,131,4,1:30.811,1:30.153,1:29.867
1138,857,1,5,1:30.258,1:29.640,1:29.953
1138,807,210,6,1:30.724,1:30.150,1:30.115
1138,4,117,7,1:30.684,1:30.450,1:30.214
1138,852,215,8,1:30.710,1:30.289,1:30.354
1139,846,1,1,1:33.616,1:32.851,1:32.330
1139,830,9,2,1:33.046,1:32.584,1:32.361
1139,832,6,3,1:33.556,1:32.836,1:32.652
1139,844,6,4,1:33.241,1:32.962,1:32.740
1139,857,1,5,1:33.864,1:33.057,1:32.950
1139,847,131,6,1:33.536,1:33.142,1:32.974
1139,842,214,7,1:33.550,1:33.162,1:33.018
1139,4,117,8,1:33.973,1:33.429,1:33.309
1139,825,210,9,1:33.564,1:33.474,1:33.481
1140,832,6,1,1:16.778,1:16.515,1:15.946
1140,830,9,2,1:16.803,1:16.514,1:16.171
1140,846,1,3,1:16.505,1:16.301,1:16.260
1140,844,6,4,1:16.972,1:16.641,1:16.265
1140,847,131,5,1:17.194,1:16.937,1:16.356
1140,1,131,6,1:17.306,1:16.973,1:16.651
1140,825,210,7,1:17.125,1:17.003,1:16.886
1140,842,214,8,1:17.149,1:17.048,1:16.892
1140,848,3,9,1:17.189,1:16.988,1:17.065
1140,807,210,10,1:17.186,1:16.995,1:17.365
1141,846,1,1,1:30.944,1:24.844,1:23.405
1141,847,131,2,1:29.121,1:26.307,1:23.578
1141,852,215,3,1:29.172,1:26.464,1:24.111
1141,839,214,4,1:29.171,1:26.206,1:24.475
1141,859,215,5,1:30.758,1:25.654,1:24.484
1141,844,6,6,1:29.839,1:26.097,1:24.525
1141,848,3,7,1:29.072,1:25.889,1:24.657
1141,857,1,8,1:30.114,1:25.179,1:24.686
1141,4,117,9,1:30.207,1:25.035,1:28.998
1142,847,131,1,1:33.186,1:32.779,1:32.312
1142,832,6,2,1:33.484,1:32.711,1:32.410
1142,842,214,3,1:33.691,1:32.879,1:32.664
1142,844,6,4,1:33.446,1:33.016,1:32.783
1142,830,9,5,1:33.299,1:33.085,1:32.797
1142,846,1,6,1:33.592,1:33.099,1:33.008
1142,852,215,7,1:33.789,1:33.089,1:33.029
1142,857,1,8,1:33.450,1:33.024,1:33.033
1142,807,210,9,1:33.920,1:33.114,1:33.062
1142,1,131,10,1:33.225,1:32.567,1:48.106
1143,830,9,1,1:21.579,1:20.687,1:20.520
1143,847,131,2,1:21.241,1:21.069,1:20.575
1143,846,1,3,1:21.578,1:20.983,1:20.772
1143,857,1,4,1:21.821,1:21.121,1:20.829
1143,844,6,5,1:21.278,1:21.000,1:20.852
1143,1,131,6,1:21.637,1:21.095,1:21.011
1143,832,6,7,1:21.447,1:21.199,1:21.041
1143,4,117,8,1:21.608,1:21.208,1:21.251
1143,815,9,9,1:21.675,1:21.425,1:21.425
1143,825,210,10,1:21.891,1:21.387,1:21.500
1144,846,1,1,1:23.682,1:23.098,1:22.595
1144,857,1,2,1:23.640,1:23.199,1:22.804
1144,832,6,3,1:23.487,1:22.985,1:22.824
1144,807,210,4,1:23.722,1:23.040,1:22.886
1144,830,9,5,1:23.516,1:22.998,1:22.945
1144,842,214,6,1:23.548,1:23.086,1:22.984
1144,847,131,7,1:23.678,1:23.283,1:23.132
1144,4,117,8,1:23.794,1:23.268,1:23.196
1144,822,15,9,1:23.481,1:23.341,1:23.204
1144,815,9,10,1:23.559,1:23.379,1:23.264
1145,846,1,1,1:15.912,1:15.415,1:15.096
1145,857,1,2,1:16.062,1:15.468,1:15.180
1145,830,9,3,1:16.018,1:15.565,1:15.481
1145,847,131,4,1:15.971,1:15.798,1:15.546
1145,852,215,5,1:16.225,1:16.009,1:15.670
1145,848,3,6,1:16.245,1:16.017,1:15.737
1145,844,6,7,1:16.029,1:15.827,1:15.755
1145,1,6,8,1:16.213,1:15.919,1:15.973
1145,842,214,9,1:16.328,1:16.112,1:15.980
1145,832,3,10,1:16.360,1:15.931,1:16.062
1146,857,1,1,1:31.591,1:31.200,1:30.641
1146,847,131,2,1:31.295,1:31.307,1:30.723
1146,846,1,3,1:30.983,1:30.787,1:30.793
1146,830,9,4,1:31.424,1:31.142,1:30.817
1146,1,6,5,1:31.690,1:31.501,1:30.927
1146,844,6,6,1:31.579,1:31.450,1:31.021
1146,865,215,7,1:31.162,1:31.253,1:31.079
1146,863,131,8,1:31.676,1:31.590,1:31.103
1146,852,215,9,1:31.238,1:31.260,1:31.638
1146,848,3,10,1:31.503,1:31.595,1:31.706
1147,830,9,1,1:27.943,1:27.502,1:26.983
1147,846,1,2,1:27.845,1:27.146,1:26.995
1147,857,1,3,1:27.687,1:27.507,1:27.027
1147,844,6,4,1:27.920,1:27.555,1:27.299
1147,847,131,5,1:27.843,1:27.400,1:27.318
1147,863,131,6,1:27.968,1:27.639,1:27.555
1147,865,215,7,1:28.278,1:27.775,1:27.569
1147,1,6,8,1:27.942,1:27.610,1:27.610
1147,848,3,9,1:28.218,1:27.783,1:27.615
1147,860,210,10,1:28.228,1:27.711,1:27.867
1148,857,1,1,1:31.392,1:30.454,1:29.841
1148,847,131,2,1:31.494,1:30.664,1:30.009
1148,844,6,3,1:31.454,1:30.724,1:30.175
1148,863,131,4,1:31.415,1:30.716,1:30.213
1148,842,214,5,1:31.462,1:30.643,1:30.216
1148,846,1,6,1:31.107,1:30.560,1:30.267
1148,830,9,7,1:31.303,1:31.019,1:30.423
1148,832,3,8,1:31.591,1:30.844,1:30.680
1148,1,6,9,1:31.219,1:31.009,1:30.772
1148,852,9,10,1:31.751,1:31.228,1:31.303
1149,830,9,1,1:27.778,1:27.529,1:27.294
1149,857,1,2,1:27.901,1:27.545,1:27.304
1149,847,131,3,1:28.282,1:27.599,1:27.407
1149,844,6,4,1:28.552,1:27.866,1:27.670
1149,863,131,5,1:28.128,1:27.798,1:27.866
1149,832,3,6,1:28.354,1:28.024,1:28.164
1149,1,6,7,1:28.372,1:28.102,1:28.201
1149,852,9,8,1:28.226,1:27.990,1:28.204
1149,842,214,9,1:28.421,1:28.025,1:28.367
1150,830,9,1,1:26.870,1:26.643,1:26.204
1150,846,1,2,1:26.955,1:26.499,1:26.269
1150,863,131,3,1:27.077,1:26.606,1:26.271
1150,857,1,4,1:27.006,1:26.269,1:26.375
1150,847,131,5,1:27.014,1:26.575,1:26.385
1150,832,3,6,1:27.098,1:26.847,1:26.569
1150,848,3,7,1:27.042,1:26.855,1:26.682
1150,844,6,8,1:27.417,1:26.948,1:26.754
1150,839,210,9,1:27.450,1:26.967,1:26.824
1150,852,9,10,1:27.298,1:26.959,1:26.943
1151,857,1,1,1:15.500,1:15.214,1:14.670
1151,830,9,2,1:15.175,1:15.394,1:14.704
1151,847,131,3,1:15.852,1:15.334,1:14.807
1151,4,117,5,1:15.695,1:15.442,1:15.431
1151,832,3,6,1:15.987,1:15.198,1:15.432
1151,848,3,7,1:16.123,1:15.521,1:15.473
1151,840,117,8,1:15.817,1:15.497,1:15.581
1151,865,215,9,1:16.253,1:15.510,1:15.746
1151,842,214,10,1:15.937,1:15.505,1:15.787
1152,846,1,1,1:11.285,1:10.570,1:09.954
1152,844,6,2,1:11.229,1:10.581,1:10.063
1152,857,1,3,1:11.308,1:10.858,1:10.129
1152,1,6,4,1:11.575,1:10.883,1:10.382
1152,830,9,5,1:11.431,1:10.875,1:10.669
1152,865,215,6,1:11.811,1:11.040,1:10.923
1152,4,117,7,1:11.674,1:11.182,1:10.924
1152,839,210,8,1:11.839,1:11.262,1:10.942
1152,859,215,9,1:11.818,1:11.250,1:11.129
1152,848,3,10,1:11.629,1:10.732,1:11.213
1153,857,1,1,1:12.551,1:11.998,1:11.546
1153,846,1,2,1:12.799,1:12.056,1:11.755
1153,830,9,3,1:12.798,1:12.358,1:11.848
1153,847,131,4,1:12.806,1:12.407,1:11.848
1153,1,6,5,1:13.058,1:12.447,1:12.045
1153,863,131,6,1:12.815,1:12.585,1:12.111
1153,844,6,7,1:13.014,1:12.495,1:12.131
1153,842,214,8,1:13.081,1:12.611,1:12.199
1153,865,215,9,1:13.139,1:12.461,1:12.252
1153,4,117,10,1:13.102,1:12.523,1:12.284
1154,847,131,1,1:12.075,1:11.570,1:10.899
1154,830,9,2,1:12.054,1:11.638,1:11.059
1154,857,1,3,1:11.939,1:11.715,1:11.120
1154,863,131,4,1:12.279,1:11.974,1:11.391
1154,1,6,5,1:11.952,1:11.885,1:11.526
1154,4,117,6,1:12.073,1:11.805,1:11.586
1154,846,1,7,1:11.826,1:11.599,1:11.625
1154,844,6,8,1:12.038,1:11.626,1:11.682
1154,865,215,9,1:12.211,1:12.003,1:11.867
1154,848,3,10,1:12.090,1:11.892,1:11.907
1155,846,1,1,1:04.672,1:04.410,1:03.971
1155,844,6,2,1:05.197,1:04.734,1:04.492
1155,857,1,3,1:04.966,1:04.556,1:04.554
1155,1,6,4,1:05.115,1:04.896,1:04.582
1155,847,131,5,1:05.189,1:04.860,1:04.763
1155,859,215,6,1:05.017,1:05.041,1:04.926
1155,830,9,7,1:05.106,1:04.836,1:04.929
1155,864,15,8,1:05.123,1:04.846,1:05.132
1155,863,131,9,1:05.178,1:05.052,1:05.276
1155,842,214,10,1:05.054,1:04.846,1:05.649
1156,830,9,1,1:25.886,1:25.316,1:24.892
1156,857,1,2,1:25.963,1:25.316,1:24.995
1156,846,1,3,1:26.123,1:25.231,1:25.010
1156,847,131,4,1:26.236,1:25.637,1:25.029
1156,1,6,5,1:26.296,1:25.084,1:25.095
1156,844,6,6,1:26.186,1:25.133,1:25.121
1156,863,131,7,1:26.265,1:25.620,1:25.374
1156,860,210,8,1:26.005,1:25.534,1:25.471
1156,4,117,9,1:26.108,1:25.593,1:25.621
1156,842,214,10,1:26.328,1:25.711,1:25.785
1157,846,1,1,1:41.010,1:40.715,1:40.562
1157,857,1,2,1:41.201,1:40.626,1:40.647
1157,844,6,3,1:41.635,1:41.084,1:40.900
1157,830,9,4,1:41.334,1:40.951,1:40.903
1157,848,3,5,1:41.772,1:41.505,1:41.201
1157,847,131,6,1:41.784,1:41.254,1:41.260
1157,852,9,7,1:41.840,1:41.245,1:41.284
1157,865,215,8,1:41.572,1:41.281,1:41.310
1157,859,215,9,1:41.748,1:41.297,1:41.328
1157,864,15,10,1:41.908,1:41.336,1:42.387
1158,844,6,1,1:15.582,1:15.455,1:15.372
1158,857,1,2,1:15.211,1:14.941,1:15.398
1158,846,1,3,1:15.523,1:14.890,1:15.413
1158,847,131,4,1:15.627,1:15.201,1:15.425
1158,4,117,5,1:15.281,1:15.395,1:15.481
1158,840,117,6,1:15.673,1:15.129,1:15.498
1158,864,15,7,1:15.586,1:15.687,1:15.725
1158,830,9,8,1:15.736,1:15.547,1:15.728
1158,859,215,9,1:15.849,1:15.630,1:15.821
1158,865,215,10,1:15.516,1:15.469,1:15.915
1159,857,1,1,1:09.338,1:08.964,1:08.662
1159,846,1,2,1:09.469,1:08.874,1:08.674
1159,830,9,3,1:09.696,1:09.122,1:08.925
1159,865,215,4,1:09.966,1:09.439,1:09.208
1159,847,131,5,1:09.676,1:09.313,1:09.255
1159,844,6,6,1:09.906,1:09.304,1:09.340
1159,1,6,7,1:09.900,1:09.261,1:09.390
1159,859,215,8,1:09.779,1:09.383,1:09.500
1159,832,3,9,1:09.980,1:09.472,1:09.505
1159,4,117,10,1:09.950,1:09.366,1:09.630
1160,830,9,1,1:19.455,1:19.140,1:18.792
1160,846,1,2,1:19.517,1:19.293,1:18.869
1160,857,1,3,1:19.711,1:19.286,1:18.982
1160,844,6,4,1:19.689,1:19.310,1:19.007
1160,1,6,5,1:19.765,1:19.371,1:19.124
1160,847,131,6,1:19.414,1:19.287,1:19.157
1160,863,131,7,1:19.747,1:19.245,1:19.200
1160,864,15,8,1:19.688,1:19.323,1:19.390
1160,4,117,9,1:19.658,1:19.362,1:19.424
1160,852,9,10,1:19.619,1:19.433,1:19.519
1161,830,9,1,1:41.331,1:41.255,1:41.117
1161,832,3,2,1:42.635,1:41.675,1:41.595
1161,859,215,3,1:42.257,1:41.537,1:41.707
1161,863,131,4,1:42.247,1:41.464,1:41.717
1161,847,131,5,1:41.646,1:41.455,1:42.070
1161,852,9,6,1:42.347,1:41.788,1:42.143
1161,846,1,7,1:41.322,1:41.396,1:42.239
1161,865,215,8,1:41.656,1:41.647,1:42.372
1162,847,131,1,1:29.928,1:29.562,1:29.158
1162,830,9,2,1:30.028,1:29.572,1:29.340
1162,857,1,3,1:30.313,1:29.813,1:29.524
1162,863,131,4,1:30.036,1:29.649,1:29.537
1162,846,1,5,1:29.932,1:29.809,1:29.586
1162,1,6,6,1:29.765,1:29.936,1:29.688
1162,844,6,7,1:30.370,1:29.914,1:29.784
1162,865,215,8,1:30.214,1:30.016,1:29.846
1162,860,210,9,1:30.420,1:30.076,1:29.868
1162,4,117,10,1:30.745,1:30.054,1:29.955
1163,830,9,1,1:33.207,1:32.701,1:32.510
1163,846,1,2,1:33.843,1:32.876,1:32.801
1163,844,6,3,1:33.525,1:32.869,1:32.807
1163,847,131,4,1:33.311,1:33.058,1:32.826
1163,1,6,5,1:33.685,1:32.914,1:32.912
1163,857,1,6,1:33.746,1:33.228,1:33.084
1163,863,131,7,1:33.501,1:33.044,1:33.114
1163,860,210,8,1:33.921,1:33.238,1:33.139
1163,832,3,9,1:33.739,1:33.124,1:33.150
1163,4,117,10,1:33.741,1:33.237,1:33.160
1164,846,1,1,1:16.899,1:16.252,1:15.586
1164,844,6,2,1:17.024,1:16.658,1:15.848
1164,1,6,3,1:16.736,1:16.458,1:15.938
1164,847,131,4,1:16.895,1:16.537,1:16.034
1164,830,9,5,1:17.076,1:16.605,1:16.070
1164,863,131,6,1:17.291,1:16.773,1:16.118
1164,832,3,7,1:17.171,1:16.607,1:16.172
1164,857,1,8,1:17.158,1:16.737,1:16.174
1164,865,215,9,1:16.733,1:16.804,1:16.252
1164,860,210,10,1:17.040,1:16.787,1:16.460
1165,846,1,1,1:09.656,1:09.616,1:09.511
1165,863,131,2,1:10.192,1:09.774,1:09.685
1165,844,6,3,1:09.934,1:09.801,1:09.805
1165,857,1,4,1:09.928,1:09.835,1:09.886
1165,865,215,5,1:10.083,1:09.970,1:09.931
1165,847,131,6,1:09.935,1:09.880,1:09.942
1165,859,215,7,1:10.108,1:09.950,1:09.962
1165,860,210,8,1:09.891,1:09.755,1:09.977
1165,842,214,9,1:09.885,1:09.857,1:10.002
1165,807,15,10,1:10.337,1:09.985,1:10.039
1166,846,1,1,1:55.473,1:51.379,1:47.934
1166,830,9,2,1:53.458,1:51.593,1:48.257
1166,832,3,3,1:54.873,1:51.144,1:48.296
1166,847,131,4,1:53.144,1:50.935,1:48.803
1166,857,1,5,1:54.544,1:52.126,1:48.961
1166,859,215,6,1:54.828,1:51.621,1:49.062
1166,4,117,7,1:53.739,1:51.865,1:49.466
1166,865,215,8,1:55.613,1:51.120,1:49.554
1166,844,6,9,1:54.814,1:51.952,1:49.872
1166,842,214,10,1:54.432,1:51.760,1:51.540
1167,857,1,1,1:20.234,1:19.650,1:19.387
1167,846,1,2,1:20.157,1:19.861,1:19.495
1167,830,9,3,1:20.472,1:19.985,1:19.651
1167,847,131,4,1:20.074,1:20.186,1:19.662
1167,863,131,5,1:20.576,1:20.084,1:19.846
1167,865,215,6,1:20.603,1:20.350,1:20.114
1167,832,3,7,1:20.520,1:20.251,1:20.287
1167,4,117,8,1:20.598,1:20.219,1:20.418
1167,842,214,9,1:20.681,1:20.324,1:20.477
1167,844,6,10,1:20.564,1:20.343,1:20.561
1168,830,9,1,1:22.877,1:22.752,1:22.207
1168,846,1,2,1:23.178,1:22.804,1:22.408
1168,857,1,3,1:22.605,1:23.021,1:22.437
1168,847,131,4,1:23.247,1:22.730,1:22.645
1168,844,6,5,1:23.163,1:22.948,1:22.730
1168,4,117,6,1:23.071,1:22.861,1:22.902
1168,864,15,7,1:23.374,1:22.874,1:22.904
1168,839,210,8,1:23.334,1:23.023,1:22.913
1168,865,215,9,1:23.373,1:22.997,1:23.072
